,^GSPC,^DJI,^IXIC,^RUT,^FTSE,^GDAXI,^FCHI,^BFX,^N225,^HSI,000001.SS,^BSESN
2010-02-23,-0.012102778855786589,-0.00972419385595047,-0.012751836505309977,-0.011356267299327705,-0.006913174268044275,-0.01483183438693203,-0.013213724811669825,-0.007223037562968604,-0.0046507513602749295,0.012059024589653022,-0.006935473130452174,0.0030344181978869678
2010-02-24,0.009720445824958901,0.008923005404374962,0.010147101344513576,0.008575039595565048,0.005230381366295944,0.002041373501758592,0.0023252928196468847,0.004814434513702226,-0.01480569159880607,-0.007528487610919732,0.013280492997649551,-0.0018635271810943932
2010-02-25,-0.002080995982772893,-0.005121378501970253,-0.0007513752851202593,4.758656789816129e-05,-0.012109528533193581,-0.014812545966439439,-0.020160508978168123,-0.013634520107835613,-0.0094981483170129,-0.0033306070919408848,0.012719295343096793,-0.0001088830749563785
2010-02-26,0.0014053348323570525,0.00040984281607547857,0.0018082373266734564,-0.0030136725565461653,0.01445568565041122,0.011953372268104001,0.018685607714851615,0.01379477153165487,0.0023827059303345166,0.01025168667770937,-0.002836026687403126,0.01078798095261524
2010-03-02,0.012512562359097812,0.007817720812841378,0.019001367133398173,0.03142102583683348,0.024203940610701302,0.031812319816520995,0.027804141501294177,0.017456170696696027,0.009461753520382477,0.014431283875256495,0.006936571492231147,0.02087762598488707
2010-03-03,0.000429219089518984,-0.0008860289948663391,-4.822890314326589e-05,0.0014653483672935064,0.008953155485859066,0.007153046103563376,0.00802745073348854,0.013205563610640958,0.003062071016568302,-0.001402460811695705,0.0077738837854810505,0.013560839847941875
2010-03-04,0.003736179265098949,0.004557188970409909,0.005099356332322058,0.004944090194991313,-0.0010843634786380507,-0.0038777011557474816,-0.0036720693711418395,-0.0037029036936464532,-0.010476790524658774,-0.014418404361973391,-0.02377462060058122,-0.00166529313806274
2010-03-05,0.014007497974122263,0.011686936406444248,0.014849649480218607,0.020767238340460015,0.013135041250542878,0.014156250215691335,0.02142142560488569,0.010867376962864439,0.022003366936994118,0.010312610263134792,0.0025435193178473536,0.0013428236417094563
2010-03-08,-0.00017563888644944736,-0.0012946944029074148,0.0025189674812475804,0.001636587489865171,0.0012321868638165423,-0.00024670940694460075,-0.0017594018033868508,-0.003906504329709071,0.02092398851958155,0.019670030310799946,0.0073142728946309354,0.006361473630570602
2010-03-09,0.001712779973649603,0.001123902157967871,0.00363174842745706,0.0037774879704994824,-0.0007847753580536576,0.0016984603235925544,0.001657469886308327,0.0021070196821784126,-0.0017258773918563675,0.000503847973781113,0.00521087504053086,-0.0029270403330486916
2010-03-10,0.004524529790871812,0.0002792402393705373,0.00780542406480178,0.007914818631184373,0.006836477875158398,0.00863590722898322,0.008577983176513593,0.010685605319397995,-0.0003529639986183941,3.4893233777699706e-05,-0.006584906521045042,0.002685230470064859
2010-03-11,0.004041515000742013,0.00421203842408624,0.004031454672629886,0.003392944453499025,-0.0041307662305428705,-0.0013627053322373683,-0.0037022479745407733,-0.007835514926959553,0.009563684692803553,0.0009387838434875562,0.0007707622018218174,0.004072327531402076
2010-03-12,-0.00021734594519406958,0.0012109115855498676,-0.00033777222330133583,-0.0009302737662797433,0.0014953803428692236,0.0027797315737361217,-0.0003945074383741032,0.004499678594386269,0.008092864945452138,-0.00086959798758246,-0.012411184814241971,-7.805237197666681e-05
2010-03-15,0.00045217784502482594,0.0016433420645682872,-0.002301850772492564,-0.003222039935559251,-0.005652629894946415,-0.006988937126478634,-0.009291134083617703,-0.006277425646026291,6.696889480850565e-05,-0.006159434297638877,-0.012102568186871276,-9.495171443174577e-05
2010-03-16,0.0077791588078330864,0.004118528680764788,0.006688651728677941,0.007665959876039796,0.004737303133770743,0.011421921687930547,0.012346726087213433,0.008728150873964946,-0.0028152954153560783,-0.002664724774776861,0.005341054908731824,0.012711338602585665
2010-03-17,0.005821675607610377,0.004462856939653648,0.004659358034659222,0.0064745872450631126,0.0043057433634619,0.008924818162482362,0.004808388022188748,0.012939043992749477,0.011683770592564091,0.017198363881723466,0.019259298859945595,0.006149622796289389
2010-03-18,-0.00032584182951622687,0.0042389974724394985,0.0009166670154745482,-0.0034650135968887774,-0.00035432094391096847,-0.0019869594374762878,-0.004979926172783977,-0.004040335831813957,-0.009491121030922756,-0.0025167773465724075,-0.0014391177781857278,0.001668374301317943
2010-03-19,-0.005086504893509258,-0.003450172879730151,-0.007054799103409226,-0.01132612491013929,0.0013291744940275851,-0.004969803619573887,-0.00323499687672979,-0.005864738120797686,0.007510217302073574,0.001882266239175756,0.007110755099159816,0.0033660097515535448
2010-03-23,0.01230278472282098,0.013670664067518379,0.01719585075871466,0.02435115523304976,0.004159218420912936,0.0058237204614177696,0.006906232167604109,0.0038116456003152166,-0.004671714372288638,-0.017923505040985832,-0.004768967484312658,-0.007236792327782626
2010-03-25,-0.007188056243985108,-0.004373288957583266,-0.0073822891306867255,-0.01622482978415174,0.00953539199097575,0.019224665005891373,0.01212634881279162,0.008590818845448212,0.005076966628458024,-0.009969134420124481,-0.0111164972225134,0.00617900844764363
2010-03-26,0.0007377351530799547,0.0008440017304343073,-0.0009510263158991616,-0.00019142983360331822,-0.004312376695706832,-0.0021033923315858516,-0.0028871535415750937,-0.005677182740166931,0.015469786727122514,0.013213626552382118,0.013427486933538235,0.00489268944150667
2010-03-29,0.005683230612297363,0.004193409250937252,0.0038536530376220846,0.004830846723713922,0.0013501665789934503,0.00601302276942195,0.002940638216263558,0.003187889782568787,-0.0009002970980425129,0.008755001042601185,0.020943092832024002,0.003773924949956875
2010-03-30,4.261775285119285e-05,0.0010609534263472664,0.002632717230364845,0.0024770978380359576,-0.006724219447703406,-0.0023388583447705447,-0.003311953527667888,-0.003481653785548211,0.010073299248985368,0.006467825909255431,0.0014949740700427316,-0.006841940337693031
2010-03-31,-0.0032729039351555578,-0.004656463214949169,-0.005280645790209482,-0.007749217767640482,0.0012869559085380011,0.0018070965168621722,-0.00336057741742124,-0.0028839058476273216,-0.0006488158210132822,-0.0063364365217156715,-0.006191524930716952,-0.003547435869010851
2010-04-01,0.007413868294810166,0.00648820121897864,0.0019266376419957432,0.007868678533537787,0.011497288541446382,0.013327266374694391,0.015153459603775454,0.012120251013796768,0.013927938293624598,0.014014082351861079,0.012325110160496644,0.009405075488781334
2010-04-07,0.0036923860453272894,-0.0027042930996140635,0.01189554562178996,0.02263224070879266,0.0029939598600499107,-0.002108872338651313,-0.0017995999236534166,0.006118124570985151,0.004307032834121927,0.018190555787714224,0.0002541764365733279,0.01567885366893096
2010-04-08,0.0033743498668019622,0.002711626131449929,0.00232399348459178,0.0002573413776341127,-0.008573263220006733,-0.00812868325938021,-0.012046277970781949,-0.010508127669672573,-0.011036206159129258,-0.002815023368843761,-0.009373550768370653,-0.014224803311292833
2010-04-09,0.0066838609622061895,0.006431733300875875,0.007074823232012362,0.004731004516608683,0.010205331979624477,0.012617003384733483,0.018117563077170606,0.012834348839475096,0.00323597356780847,0.015615282178109036,0.008541993324162833,0.012348146140992444
2010-04-12,0.0017666217336338441,0.000783825194251353,0.0015566105010085263,0.0030016359627282885,0.001160977300294519,0.00015840760356500283,-9.875226512967572e-06,0.004417526555106299,0.004244783717737954,-0.003166805502397785,-0.00511548794251826,-0.004468821411085844
2010-04-13,0.0006853436747793484,0.0012220640252518233,0.003303673505921756,0.0027940884463732996,-0.0027692680478390574,-0.00317724923168472,-0.0045698061967658354,-0.002147479934138996,-0.00805819461602042,-0.0015647183123085329,0.010222864191534065,-0.0017386433652607503
2010-04-15,0.012002004510147879,0.011357222067949202,0.02015417742975445,0.02429882748963985,0.01098634083690575,0.009729040914292275,0.008348234990662284,0.0022813014492539807,0.010084909996479041,0.002456168765803568,0.001176749703440061,-0.010251397713831767
2010-04-16,-0.016126503090775457,-0.011297878697877017,-0.013686105998751752,-0.013242015437511245,-0.01390557939914161,-0.017571466037241024,-0.019436006542619233,-0.010238807289441376,-0.015222032697078891,-0.01320346496180591,-0.010954290246037002,-0.002725737927781413
2010-04-19,0.004521318983667699,0.006660519518707275,-0.0004634742026229377,-0.004505891242898352,-0.0028029247910864585,-0.002986620071510626,-0.004053548987490774,-0.007218980709692846,-0.017420902921768455,-0.021042054839503388,-0.0479187298342012,-0.01082929058766946
2010-04-20,0.00805832052909361,0.002254768054597678,0.008144800029030952,0.014267641270733655,0.009741790184884636,0.016517807881293756,0.014149458376464308,0.004913866774614251,-0.0007416051488847719,0.010194266151588804,-0.00025836325202155397,0.0034423942052839163
2010-04-21,-0.0010189120007952912,0.000707021460709889,0.0017197867464435745,0.006430600789966157,-0.010425851963276167,-0.005403696862982255,-0.012163957632274958,-0.007538035187443781,0.01737231071823042,-0.005200389578317588,0.01803975794840129,0.0006861169560232749
2010-04-22,0.002263794218617887,0.0008422532476639599,0.005773353935343284,0.011181646676489576,-0.010151308662682879,-0.009896667618989552,-0.013329411439360173,-0.011244484865795323,-0.012710492738986723,-0.002602862823690155,-0.01114305306466934,0.005805102400564088
2010-04-23,0.007123532477847361,0.0062859868029303545,0.004398448633821106,0.010363470468875535,0.010308368488870734,0.014721044236081227,0.006790414431860237,0.005017218180574101,-0.003162819923847593,-0.009808929784935194,-0.005314254470774937,0.006840222396848894
2010-04-26,-0.004296464248159881,6.69387055660664e-05,-0.0028456810861017257,-0.004124433901229185,0.005276307283750059,0.011593522197353545,0.01166451547591918,0.0045912848790155,0.023027250088414997,0.016125122325836072,-0.0047058192616824535,0.0028868216703776817
2010-04-27,-0.023381873685078935,-0.019012889746837014,-0.0204046849917755,-0.023806945835476268,-0.02613879281878373,-0.02725636044914015,-0.03822244014219278,-0.03335491740328589,0.004197642979135274,-0.01506782303843135,-0.020734130324970623,-0.0030802557074331993
2010-04-28,0.006462731581214909,0.004847165981774149,0.0001052005486614771,0.0015528165596794263,-0.0030159721602569523,-0.012203892842125419,-0.014982052749310748,-0.023947688185443572,-0.025673658168534397,-0.01469255410762682,-0.0026135429669902344,-0.01755393536235572
2010-04-30,-0.003919889873757576,-0.003319067800062858,-0.004264219797469826,-0.008015061116571354,-0.005960691655031769,0.008441342857236744,0.007919197253762889,0.021865860130317216,0.012138448427841508,0.007598785645412276,-0.010247109811642008,0.010277858329765799
2010-05-06,-0.04933049069259876,-0.04435528191115867,-0.05751282915987799,-0.061917387663968704,-0.052635369960203904,-0.03706830516485482,-0.06834704832865679,-0.06255783896071421,-0.032712029952791766,-0.046198253886214125,-0.045603547678019773,-0.032529724564048235
2010-05-07,-0.015308248016664416,-0.013297124041854236,-0.02327947440120015,-0.02860628058848913,-0.02623075460938984,-0.03269490509896311,-0.045982829552516646,-0.043306758636776466,-0.03095639458510857,-0.010585390154971175,-0.018731977953790446,-0.012857666770860643
2010-05-10,0.043974146622497434,0.03898778759646748,0.0481232675976766,0.056064318529862156,0.05161038454030842,0.05298604221455827,0.09659286857533611,0.09368210692220957,0.01602668315871636,0.025418806653919157,0.00386106130829722,0.033480608094287545
2010-05-11,-0.0033973424848887657,-0.003419519820790362,0.00026951113207296373,0.008512057539768803,-0.009874893269480656,0.003290178816233613,-0.007281690405855468,-0.01132572711566171,-0.011357269697171213,-0.01371395393466579,-0.018967970475329388,-0.01090675137257624
2010-05-12,0.013739520155045648,0.0138301455305323,0.02092779468785122,0.029662966584229622,0.00924224813467811,0.024144915870421002,0.011012130401819586,0.022882751567325554,-0.00163959620020937,0.003275008922140943,0.003074517387642306,0.0031665784792840324
2010-05-13,-0.01214505790879683,-0.010458010573639598,-0.012643194695301396,-0.008741673765203628,0.00932478870623199,0.011074652016903164,-0.000624017440350122,-0.002168983923538481,0.021793279411354227,0.010388131299013503,0.020634783165330628,0.004074248319793972
2010-05-14,-0.018800110588885754,-0.015096981809245236,-0.019842463121669374,-0.02235683595125726,-0.03143346154553994,-0.031231755750587453,-0.04587382153212882,-0.03458981793794502,-0.014880585280423242,-0.01356496719787914,-0.005120807523307458,-0.01571134266619645
2010-05-17,0.001109467455621349,0.0005338902615403818,0.003144640688582667,0.0024928672296031795,-7.600372418237189e-05,0.0016857336738922424,-0.004721432664112624,-0.0033099457740981553,-0.02167261966774703,-0.021356208331120285,-0.050692901881237096,-0.009358266743553667
2010-05-18,-0.014195999788907177,-0.010811390733712067,-0.01570364832662896,-0.01862845150996828,0.008513064133016668,0.014671365371556,0.02081810613650159,0.0189293460212292,0.0006721533134812496,0.011652937834766952,0.013613653498337985,0.002387802959925134
2010-05-19,-0.005130264097073511,-0.0063343465623943995,-0.00815186901771936,-0.012229952398388866,-0.028112222787481378,-0.027170549372718678,-0.029206705516791498,-0.021080459030113796,-0.005447814235392312,-0.01834851345754862,-0.002686162217991561,-0.027688827051344456
2010-05-20,-0.03897583068023858,-0.036034724928358575,-0.04105518258591945,-0.05094899169632272,-0.016478936042341186,-0.020169753885253328,-0.022539133802435884,-0.019055839858602153,-0.015365903459757968,-0.0016931423393863332,-0.012315432740425236,0.0067763700377059255
2010-05-24,0.001922377028527933,-0.00014302727152637473,0.004328474008738592,0.0018280107493282571,-0.000689913465139691,-0.010600080437909387,-0.0004632165289641943,0.006687645873228121,-0.027108833126792686,0.006238159239080554,0.04596352027042894,-0.0030345624128312876
2010-05-25,0.00035393284589946283,-0.0022669091855517243,-0.0011745838133316866,-0.0018558662528657122,-0.025426069117879257,-0.023363326948781293,-0.029041688405184618,-0.030244125788257747,-0.030590055746843814,-0.03468925795311706,-0.018998137217496658,-0.02714524683430941
2010-05-26,-0.005660921948176467,-0.006899813316739167,-0.006816074538094408,0.004062373050842227,0.019713805736029322,0.015516645385217798,0.023204224189428135,0.024319788478789794,0.006635383709535869,0.011111111111111072,0.0012048973740099722,0.022802961838616742
2010-05-27,0.032876070977105654,0.028526886194226053,0.03725158023207076,0.043400454389841636,0.03118239018677671,0.031107915568198807,0.034242898089825946,0.03482578725722307,0.012292783738997226,0.012237679362590459,0.011474641917289752,0.01699796922596275
2010-05-28,-0.012374666835892723,-0.011927100036163485,-0.009061852411225368,-0.013273478397041072,-0.0013089005235602524,0.001522618634561379,-0.002907545719383564,-0.003652472505223603,0.012786678451241373,0.0172576611942441,-5.6477604747140475e-05,0.011799788796620803
2010-06-01,-0.017165254587345524,-0.01110921479821192,-0.015378548895899069,-0.03121174105590907,-0.0048377149024746435,0.005901267704643942,-0.0034081921787963987,0.002219025092053073,-0.005239179021159446,-0.013647187619993284,-0.0329433648245141,-0.01725843352274159
2010-06-02,0.025842665147425503,0.022497959900319442,0.026431718061674214,0.03051672491263102,-0.002324095055487807,-1.1703200156643057e-05,-0.0004510316635646383,-0.0007096512570965441,-0.011181208896778427,-0.0012899453504267022,0.0012226081268396083,0.010246783284848071
2010-06-03,0.004051421183925319,0.0005600251328352623,0.009627060984537916,0.010370617089565881,0.011628132704365912,0.012276800642011754,0.01594745109238893,0.008124175712691528,0.032379696852312456,0.016172618864203514,-0.007295579874155189,0.016753833509339566
2010-06-04,-0.03441146867604239,-0.031526199187150494,-0.03641289952801319,-0.05004720020378495,-0.01634940128953022,-0.01911760091037773,-0.02859721027509321,-0.021978287384221473,-0.0013112518521432026,-0.0003355787798982046,0.0003643258404959493,0.005602053302925958
2010-06-07,-0.01353204116895812,-0.011627099155555154,-0.020399518738988043,-0.02441755919049804,-0.01110027311744044,-0.0057131984481922915,-0.01212231704387945,-0.007252013647943922,-0.03841861432817684,-0.020319442752224748,-0.01639260805375964,-0.01966503657911778
2010-06-08,0.010976039296695772,0.012579852880204578,-0.00153180919085516,-0.0012934728128182194,-0.008068493420922973,-0.006164319765620263,-0.00977233047818793,-0.008772620799734843,0.0018002688849678705,0.005641921442449238,0.0008838529619026314,-0.009771129016207025
2010-06-09,-0.0059416195856872855,-0.004097593757733886,-0.0053995033562613814,0.0009713610387085403,0.011475279424048246,0.019800461783575196,0.019645836538120243,0.014551066757567233,-0.01035967934375781,0.006863894151527106,0.02781280455060764,0.0024547002786285965
2010-06-10,0.02950676808532804,0.027606131777659915,0.027727725409361526,0.03477332643258024,0.009162586759472235,0.012003843101215717,0.020271152412258298,0.015517298242142541,0.01096711243515025,0.0005840609461991164,-0.008239578616571208,0.015859751745269213
2010-06-11,0.004379669500570449,0.00378863468576629,0.011218230413168051,0.01439534847371804,0.0060789089137847085,-0.0014463584294133192,0.011056008007643614,0.00021515678028016794,0.017039292020560426,0.012208203660220018,0.0028721054562199644,0.008442815540406379
2010-06-15,0.02164712348845743,0.01896960847394058,0.027758958816188395,0.030462249614791936,0.010476983558301178,0.021035644189734137,0.029809985599856148,0.0184507985469895,0.018818680611009553,0.009549434944380097,0.0,0.020385644259139468
2010-06-17,0.0007263075778090045,0.0028256270921893645,0.0005551026072474485,-0.0043662245615083695,0.00691862470773108,0.007852567995400905,0.005891012178035782,0.0055991487699806886,0.01127743128210379,0.0038006893578206302,-0.003770516043176131,0.011707459384832752
2010-06-18,0.0013171570911436614,0.0015784676692061073,0.001144263943549717,0.0016069685364570319,-0.000590037876624927,-0.0010540624789108222,0.001121344092444465,0.002207374294591169,-0.0004380262815768532,0.007364537401183702,-0.018369299873059353,-0.0026037808464586254
2010-06-21,-0.0038567887535680967,-0.0007875115782381981,-0.008966144254913821,-0.010331074191807121,0.009198598308829187,0.01222297642907022,0.013272908242275339,0.00826831901238867,0.024311106931251825,0.030831514819307904,0.029042423663666606,0.01739987092235884
2010-06-22,-0.016070786920589386,-0.014258202847809986,-0.011921768038827607,-0.02139296698634907,-0.009831858240078595,-0.0038026559796090487,-0.008251810018334416,-0.005341511624258888,-0.012221125003785027,-0.0044519509682873215,0.0009627988446412328,-0.007096447580769216
2010-06-23,-0.0029854561722252315,0.00047797060675058844,-0.0033468918560439764,-0.0025700174946973187,-0.013055079092814892,-0.010291846917550251,-0.01714561765245648,-0.01651276308837546,-0.018707807560449985,0.0018026733169764775,-0.007273921273225903,0.0003521188257371577
2010-06-24,-0.01680341379436645,-0.014141947712469238,-0.016329300914281086,-0.017198292588280983,-0.015120208554600834,-0.014350828105961555,-0.023732834677452574,-0.015450981021031596,0.0004675675403327251,-0.00590316451235362,-0.00121406919416156,-0.0014474029536030164
2010-06-25,0.0028592983077051493,-0.0008854700181230024,0.002732905809454289,0.018857494827613452,-0.010528998862789685,-0.007338753458436487,-0.010021488681877577,-0.005761869859109092,-0.019223757445857026,-0.0020594699686353746,-0.005427096522840125,-0.008782171025321861
2010-06-28,-0.002033879416025952,-0.0005215003041262323,-0.0012727796067425468,-0.00553393994822593,0.004993559892995103,0.014268770796955765,0.01611487244760257,0.008318145516351683,-0.004471382739682062,0.0017345881911710048,-0.006870833039540614,0.011364742044310594
2010-06-29,-0.031017057985984975,-0.02645553788915944,-0.03848873077702486,-0.03987280606041699,-0.03105467594692113,-0.03332510451145165,-0.04011240196284027,-0.032283221498318415,-0.012716191765164697,-0.023051448664233698,-0.04268956486068598,-0.013512236233744646
2010-06-30,-0.010112942261150115,-0.009754516073472774,-0.012148858644236094,-0.01050392882654727,0.0005494281877009843,0.0022664536301062466,0.002883783523983441,0.0016999093381686592,-0.01964648243017475,-0.00592180315967783,-0.011816814651531837,0.009513467764794337
2010-07-02,-0.007887766685100606,-0.008956396651531362,-0.008273122072405159,-0.017260332409063328,-0.016026358071142277,-0.022021550510265775,-0.027453679902639916,-0.020632466384248316,-0.019070325622639328,-0.01111183422516493,-0.006450214103745355,-0.013555807896773686
2010-07-06,0.005358993917346178,0.005898943682328461,0.0009991442735648448,-0.014925622318313181,0.02622930489241626,0.018311150724612757,0.022395971771339562,0.02224370959530053,0.014595201282961101,0.008982523265137043,0.011129296235679265,0.008792763280348392
2010-07-07,0.03133085617570952,0.028188701940346617,0.03132462223241039,0.03665915292442756,0.010030211480362539,0.008732566007628284,0.017550009347541584,0.011103763476863149,-0.006252918171265165,-0.011304951374518701,0.004855940433797334,-0.008143867999509502
2010-07-08,0.00941269676591805,0.012048974474660135,0.007376810050614413,0.014076447699702399,0.018086464066363606,0.007141832113548574,0.015734446409296554,0.016632102690194994,0.027596946005506773,0.009744136471292242,-0.0024658009516256296,0.010342836112123832
2010-07-09,0.0072039243167485445,0.005823065216555179,0.00967638135515303,0.014767762426040276,0.005366761335814152,0.004900872481219842,0.0045870133540593105,0.002752454203803767,0.005199386728245603,0.016363632736442257,0.023091733432706096,0.0102998402989396
2010-07-12,0.000732865783517056,0.0017885807356909922,0.0008695850121789306,-0.012423939119520777,0.006643417950866093,0.0019702435517803263,0.0037079966689923527,0.003053497106892733,-0.003881977857807528,0.004356027334476487,0.008013209654703424,0.005812642918904487
2010-07-13,0.015378910776361554,0.014364342367615635,0.019864808311650606,0.03412107269831566,0.020127733694600414,0.018748796730067685,0.019648733343424096,0.018617398098183635,-0.0011394925278407353,-0.0017769695560213572,-0.01623626903064157,0.0027150279865308935
2010-07-14,-0.00015520295068183199,0.00035703877827120145,0.003483450266053456,-0.004138016863196703,-0.0033200531208499307,0.003009143726589558,-0.0013139954257566089,0.0023288531391825185,0.027052928365993045,0.006350624979810204,0.00822763112787106,-0.0026543014250052233
2010-07-15,0.001196161326552092,-0.0007147873194220944,-0.00033780179923914577,-0.008654086478380396,-0.008032740078043221,-0.009726623895287556,-0.014082103397211054,-0.010733034114157824,-0.011200338123414921,-0.014843286816035084,-0.01867683489580796,-0.001599941131085969
2010-07-16,-0.028819495111629845,-0.02523430614587263,-0.03113717608977884,-0.03818032838549057,-0.010055072630629658,-0.01774005750191876,-0.022798465584535355,-0.020961503777479518,-0.02861691616256412,-0.00026955481984747287,-1.2374706100826138e-05,0.002588576093304873
